customer_id,account_creation_date,subscription_tier,monthly_recurring_revenue_usd,company_size,industry,active_users,crm_contacts_count,email_marketing_usage_pct,marketing_automation_usage_pct,sales_pipeline_usage_pct,reporting_analytics_usage_pct,integration_count,support_tickets_90days,onboarding_completed,csm_assigned,days_since_last_login,nps_score,contract_length_months,customer_churned
HS001267,2023-04-19,Starter,128.41,1-10,Technology,3,1389,32.9,25.3,39.9,13.0,0,5,Yes,No,24,6,1,No
HS006419,2023-04-19,Professional,1452.78,201-500,Manufacturing,23,8625,54.3,39.0,43.6,56.0,7,6,Yes,No,1,6,24,Yes
HS009202,2023-04-19,Starter,57.05,11-50,Technology,3,759,21.9,7.1,56.2,11.3,0,14,Yes,No,5,4,12,Yes
HS000352,2023-04-19,Professional,2956.78,11-50,Education,10,630,60.6,35.9,79.1,57.9,3,6,Yes,Yes,8,7,1,No
HS005559,2023-04-19,Starter,91.92,11-50,E-commerce,4,1944,49.1,11.9,60.4,13.6,2,6,No,No,22,7,1,Yes
HS006152,2023-04-19,Professional,1424.54,201-500,E-commerce,15,3540,70.4,58.7,66.7,56.5,7,2,Yes,Yes,3,8,12,No
HS000662,2023-04-19,Starter,80.53,11-50,Financial Services,7,490,30.7,10.8,30.0,8.6,3,10,Yes,No,26,5,12,Yes
HS009181,2023-04-20,Professional,2727.55,11-50,Technology,9,2097,65.3,56.3,74.5,52.3,2,1,No,No,7,9,1,No
HS003037,2023-04-20,Starter,125.03,1-10,Technology,2,146,25.0,27.6,33.1,11.5,0,7,No,No,25,4,12,No
HS008032,2023-04-20,Starter,147.48,1-10,Technology,4,1536,35.0,20.4,22.7,17.7,0,12,Yes,No,26,5,1,Yes
HS006952,2023-04-20,Starter,75.39,11-50,Technology,11,5346,27.2,12.7,40.0,5.9,0,5,Yes,No,25,0,1,Yes
HS009311,2023-04-20,Starter,129.39,1-10,Professional Services,1,82,41.0,22.6,60.9,34.3,2,1,Yes,No,25,7,1,Yes
HS000875,2023-04-20,Professional,1587.39,51-200,Technology,8,800,50.2,53.3,80.6,42.5,7,6,Yes,No,5,7,12,No
HS008810,2023-04-20,Starter,85.22,51-200,Financial Services,17,5355,49.0,27.7,48.7,7.9,0,7,Yes,No,20,6,1,Yes
HS000020,2023-04-20,Professional,2083.2,51-200,Professional Services,8,752,46.3,54.0,59.7,43.5,6,5,No,No,8,9,12,No
HS000549,2023-04-21,Professional,2775.08,51-200,E-commerce,15,2355,37.6,16.8,58.2,59.9,3,4,Yes,Yes,7,7,1,Yes
HS006606,2023-04-21,Starter,54.39,51-200,Marketing & Advertising,9,3654,10.7,8.5,38.7,7.9,3,12,No,No,46,4,12,No
HS000471,2023-04-21,Starter,157.62,11-50,Technology,3,744,58.7,2.4,30.2,7.6,2,12,No,No,26,4,1,Yes
HS002297,2023-04-21,Professional,2577.43,11-50,Technology,10,2010,48.0,46.0,78.2,21.4,4,1,Yes,No,7,6,24,No
HS008210,2023-04-21,Starter,186.3,1-10,Education,4,1236,40.6,6.0,56.7,7.0,1,11,Yes,No,14,5,1,Yes
HS002627,2023-04-21,Professional,1805.68,11-50,Technology,10,3080,61.7,59.8,51.3,51.9,5,7,Yes,No,9,7,12,No
HS004407,2023-04-21,Starter,104.86,11-50,Technology,4,404,44.2,0.3,64.7,13.6,3,1,Yes,No,19,6,1,No
HS009615,2023-04-21,Starter,49.33,1-10,Education,2,288,44.5,1.4,29.0,14.4,2,6,Yes,No,28,6,1,Yes
HS002088,2023-04-21,Professional,1009.64,51-200,Technology,17,4845,71.9,28.1,62.6,55.5,6,4,No,Yes,9,8,24,No
HS009635,2023-04-21,Starter,111.26,1-10,Professional Services,2,824,20.0,0.2,35.0,6.6,0,12,Yes,No,33,6,1,Yes
HS002240,2023-04-21,Starter,86.98,51-200,Marketing & Advertising,15,2895,55.1,14.3,35.0,33.3,2,1,Yes,No,15,5,1,No
HS000899,2023-04-21,Professional,2987.72,201-500,E-commerce,30,11850,48.4,20.1,42.5,51.1,7,5,Yes,No,8,7,12,No
HS005382,2023-04-22,Starter,158.5,1-10,Professional Services,3,222,35.9,15.8,32.7,20.1,0,8,Yes,No,20,2,1,Yes
HS001123,2023-04-22,Professional,2986.58,201-500,Marketing & Advertising,23,2323,66.9,39.8,69.2,29.6,3,2,Yes,No,4,7,12,No
HS002396,2023-04-22,Professional,2406.09,51-200,Technology,13,1300,34.9,17.5,67.2,38.4,6,6,No,Yes,6,6,24,No
HS000243,2023-04-22,Starter,65.55,1-10,Healthcare,4,1812,37.8,12.3,40.2,6.4,2,10,Yes,No,23,0,1,No
HS007267,2023-04-22,Starter,68.78,11-50,Marketing & Advertising,10,1100,24.7,17.3,35.7,32.8,0,14,Yes,No,9,6,1,Yes
HS005337,2023-04-22,Starter,51.76,1-10,Professional Services,1,200,21.9,15.2,47.3,20.0,3,8,No,No,28,0,1,Yes
HS006996,2023-04-22,Starter,197.76,1-10,Professional Services,2,448,58.7,0.7,45.3,14.9,1,13,Yes,No,10,3,1,No
HS009019,2023-04-22,Enterprise,9424.18,501-1000,Professional Services,35,17045,71.4,76.4,85.1,70.3,7,2,Yes,Yes,2,9,12,No
HS003113,2023-04-22,Enterprise,10167.37,1000+,Marketing & Advertising,81,30770,85.6,67.9,67.8,67.6,8,3,Yes,Yes,0,10,24,No
HS004537,2023-04-23,Enterprise,6055.28,201-500,E-commerce,29,38104,77.7,83.9,62.6,61.7,5,0,No,Yes,0,10,12,No
HS008436,2023-04-23,Starter,59.39,11-50,Real Estate,11,2827,39.1,7.6,45.0,32.5,1,2,Yes,No,10,5,1,Yes
HS002958,2023-04-23,Starter,183.78,11-50,Professional Services,6,2556,53.1,7.9,52.9,33.4,0,4,Yes,No,10,6,1,Yes
HS001453,2023-04-23,Enterprise,5453.15,201-500,E-commerce,38,11695,86.3,70.8,64.7,84.2,9,4,Yes,Yes,1,9,24,No
HS005563,2023-04-23,Professional,3139.54,11-50,Professional Services,11,2563,51.3,57.4,43.7,58.5,7,7,Yes,No,4,8,1,No
HS009696,2023-04-23,Starter,176.3,11-50,Technology,8,2992,52.4,26.7,58.4,14.6,2,7,Yes,No,9,5,1,No
HS009403,2023-04-23,Enterprise,11820.48,1000+,Marketing & Advertising,67,68153,73.7,81.1,86.3,60.7,13,0,No,Yes,0,9,24,No
HS004289,2023-04-23,Professional,1595.71,51-200,Healthcare,22,2618,76.7,58.4,77.9,55.7,3,0,Yes,No,9,8,24,No
HS000800,2023-04-23,Starter,102.64,11-50,Real Estate,8,2600,30.1,26.4,54.6,21.0,0,2,Yes,No,18,6,1,No
HS005345,2023-04-23,Starter,146.52,1-10,Education,3,1191,15.7,5.5,38.1,31.7,1,7,Yes,No,21,2,1,Yes
HS005616,2023-04-24,Starter,185.26,1-10,Financial Services,3,372,47.4,14.6,35.6,7.1,1,8,No,No,14,1,1,Yes
HS009330,2023-04-24,Starter,118.44,11-50,E-commerce,10,4960,59.1,16.2,41.2,7.7,0,4,Yes,No,11,5,1,No
HS009847,2023-04-24,Starter,68.26,11-50,Professional Services,6,1602,49.4,21.5,23.3,26.0,3,4,Yes,No,10,5,1,Yes
HS006083,2023-04-24,Professional,2862.78,201-500,Marketing & Advertising,29,5742,55.1,53.3,68.5,59.6,7,5,No,Yes,1,8,12,No
HS004792,2023-04-24,Professional,916.43,51-200,Healthcare,23,3611,73.1,37.7,63.0,38.5,4,1,Yes,No,1,7,12,No
HS003874,2023-04-24,Enterprise,8241.17,201-500,Technology,23,12765,86.1,84.1,60.4,51.1,8,4,Yes,Yes,2,10,12,No
HS005853,2023-04-24,Starter,128.8,11-50,Technology,9,846,14.9,12.5,39.7,7.3,3,3,Yes,No,62,1,1,Yes
HS007877,2023-04-24,Enterprise,9332.14,201-500,Healthcare,33,11476,87.6,61.7,72.6,46.8,5,4,Yes,Yes,1,8,36,No
HS005271,2023-04-25,Professional,1846.02,11-50,Technology,8,2488,52.4,42.9,50.4,48.1,7,6,Yes,No,7,6,12,No
HS002669,2023-04-25,Professional,2446.86,11-50,Professional Services,11,4653,34.3,28.0,60.5,50.7,3,1,Yes,Yes,7,5,12,No
HS004383,2023-04-25,Professional,1633.85,51-200,Professional Services,19,2527,37.7,27.4,75.7,45.7,7,7,Yes,No,6,6,12,No
HS009482,2023-04-25,Starter,123.57,51-200,Real Estate,20,7420,25.7,25.9,54.5,21.1,0,5,No,No,14,7,1,Yes
HS008690,2023-04-25,Professional,1304.96,201-500,Professional Services,22,6732,64.4,59.9,58.6,47.7,7,1,No,Yes,8,9,12,No
HS004609,2023-04-25,Professional,3004.42,51-200,Education,23,9108,61.0,16.6,73.5,47.6,4,6,Yes,No,7,6,1,Yes
HS002410,2023-04-25,Enterprise,4953.11,501-1000,Professional Services,45,36710,58.7,47.9,74.5,80.7,14,1,Yes,Yes,6,9,12,No
HS003603,2023-04-25,Enterprise,10858.19,201-500,Marketing & Advertising,32,15609,61.8,44.6,90.6,70.4,5,1,Yes,Yes,1,7,36,No
HS001748,2023-04-26,Starter,66.86,11-50,Technology,8,912,16.0,17.5,41.1,11.6,1,6,No,No,12,6,1,No
HS008157,2023-04-26,Starter,81.46,11-50,Real Estate,9,2943,33.7,5.5,61.2,29.5,0,3,Yes,No,9,6,1,No
HS004773,2023-04-26,Enterprise,10232.94,501-1000,Technology,42,29110,89.9,49.1,87.8,72.2,7,4,Yes,Yes,2,10,12,No
HS003223,2023-04-26,Starter,68.7,1-10,Professional Services,4,1040,56.2,25.1,62.2,16.0,3,5,Yes,No,15,6,1,Yes
HS007970,2023-04-26,Professional,3098.03,201-500,Healthcare,38,4598,57.5,47.6,66.7,52.5,2,4,Yes,Yes,5,8,1,No
HS004659,2023-04-26,Professional,940.0,201-500,Healthcare,33,14850,40.4,51.1,84.7,59.2,7,2,Yes,Yes,9,8,24,No
HS009250,2023-04-26,Professional,2588.56,51-200,Technology,10,4990,72.2,47.9,60.1,38.7,3,6,Yes,Yes,2,7,12,No
HS006944,2023-04-26,Professional,2239.14,11-50,Technology,7,1218,43.7,45.5,53.0,46.4,2,1,Yes,No,2,7,1,No
HS008262,2023-04-26,Starter,102.44,1-10,Healthcare,2,964,12.3,12.7,25.0,21.0,2,3,No,No,77,5,1,Yes
HS003847,2023-04-26,Starter,108.63,1-10,Healthcare,1,485,37.3,3.7,42.2,29.9,1,10,Yes,No,18,6,1,No
HS002085,2023-04-26,Professional,1455.09,201-500,Technology,18,2610,66.0,54.6,54.9,25.8,2,3,Yes,Yes,6,8,1,No
HS008475,2023-04-27,Starter,189.05,1-10,E-commerce,3,1287,10.9,10.7,34.2,20.6,3,7,Yes,No,28,1,1,No
HS002408,2023-04-27,Starter,117.13,1-10,Marketing & Advertising,2,640,29.8,19.8,62.3,31.3,2,1,No,No,12,7,1,Yes
HS007577,2023-04-27,Professional,1300.41,201-500,Marketing & Advertising,35,16030,30.4,31.6,59.8,27.8,6,7,Yes,No,23,7,12,No
HS001040,2023-04-27,Enterprise,8717.67,1000+,Marketing & Advertising,54,11961,64.2,78.4,66.3,50.7,5,3,Yes,Yes,9,7,12,No
HS005489,2023-04-27,Professional,1608.84,51-200,E-commerce,12,5016,39.6,56.3,84.9,39.4,7,4,No,No,7,8,12,No
HS008869,2023-04-27,Enterprise,5269.52,201-500,Technology,36,19287,57.2,53.6,65.4,71.4,9,0,Yes,Yes,9,9,12,No
HS007285,2023-04-27,Starter,104.05,11-50,Healthcare,11,3564,46.4,3.6,24.4,5.8,1,8,No,No,10,4,1,Yes
HS001795,2023-04-27,Professional,3040.71,11-50,Healthcare,3,168,71.9,49.8,42.3,58.5,6,2,Yes,No,3,9,24,No
HS009504,2023-04-28,Starter,76.66,1-10,Professional Services,2,964,44.9,25.4,24.2,14.6,1,4,No,No,22,3,1,No
HS008347,2023-04-28,Starter,133.29,11-50,Professional Services,3,267,38.2,20.3,54.6,22.1,2,3,No,No,10,5,1,Yes
HS004200,2023-04-28,Professional,2013.06,11-50,Education,5,2295,68.7,34.7,48.7,42.5,3,5,No,No,6,6,1,No
HS001663,2023-04-28,Enterprise,8238.36,501-1000,Technology,31,21890,88.1,72.2,82.5,79.5,9,4,No,Yes,0,10,12,No
HS001841,2023-04-28,Professional,1285.43,11-50,Healthcare,7,1365,66.5,44.9,81.0,31.3,2,1,No,Yes,6,9,24,No
HS002605,2023-04-28,Starter,103.08,1-10,E-commerce,2,958,58.5,28.0,41.1,34.2,2,3,No,No,3,5,1,Yes
HS002320,2023-04-28,Starter,166.22,1-10,Technology,4,1104,59.9,21.6,63.3,18.6,2,1,Yes,No,9,6,1,No
HS001792,2023-04-28,Starter,123.77,11-50,Technology,10,4380,50.7,28.4,56.8,8.7,2,4,Yes,No,17,7,1,No
HS001257,2023-04-29,Professional,2347.96,51-200,Marketing & Advertising,9,2592,71.3,47.3,53.5,22.4,4,1,Yes,Yes,4,6,12,No
HS008941,2023-04-29,Enterprise,8540.58,201-500,Professional Services,33,12097,69.2,73.2,83.0,67.5,8,0,Yes,Yes,0,10,12,No
HS009873,2023-04-29,Professional,1515.9,11-50,Marketing & Advertising,10,2050,51.5,32.3,51.7,46.8,7,4,Yes,No,9,5,1,No
HS002860,2023-04-29,Professional,1057.63,11-50,Professional Services,7,3024,72.7,44.2,50.9,20.6,3,2,Yes,No,5,5,12,No
HS009896,2023-04-29,Professional,954.9,51-200,Marketing & Advertising,10,2770,57.9,59.4,78.0,33.4,5,3,Yes,No,7,8,1,No
HS002570,2023-04-30,Professional,2736.35,51-200,Financial Services,24,2976,75.8,36.5,45.9,22.4,4,6,Yes,No,9,6,1,No
HS000678,2023-04-30,Professional,1926.62,11-50,Manufacturing,4,704,44.7,16.5,47.8,42.5,5,6,Yes,No,16,5,12,No
HS005432,2023-04-30,Professional,1834.79,201-500,Financial Services,24,8064,47.6,46.5,80.0,50.2,3,3,Yes,Yes,1,7,12,No
HS008161,2023-04-30,Starter,60.82,1-10,Healthcare,3,447,44.4,20.4,29.4,27.5,2,5,Yes,No,18,6,1,Yes
HS000118,2023-04-30,Starter,199.89,11-50,E-commerce,4,1464,56.8,25.7,63.7,26.3,3,5,No,No,7,7,12,No
HS004816,2023-04-30,Starter,130.67,1-10,Real Estate,1,309,15.4,17.3,40.2,34.7,1,4,Yes,No,23,5,12,Yes
HS008746,2023-04-30,Starter,48.55,11-50,Marketing & Advertising,4,1516,20.8,29.2,47.4,19.8,0,9,No,No,12,5,1,Yes
HS005082,2023-04-30,Enterprise,9679.5,501-1000,Technology,40,18905,83.7,53.1,67.8,53.2,10,3,Yes,Yes,5,8,24,No
HS002497,2023-04-30,Starter,54.17,1-10,E-commerce,4,1400,46.6,6.8,43.9,6.9,1,6,No,No,26,4,1,No
HS002242,2023-04-30,Professional,820.83,51-200,Technology,11,2244,60.0,19.1,80.4,54.9,7,3,Yes,No,4,9,1,No
HS001506,2023-04-30,Professional,2793.14,51-200,Technology,13,4589,71.8,43.5,58.2,38.4,3,6,No,Yes,8,9,12,No
HS003521,2023-04-30,Professional,2245.84,11-50,E-commerce,11,5412,56.1,44.8,82.6,32.8,3,1,Yes,Yes,3,9,1,No
HS003737,2023-04-30,Starter,84.16,11-50,Technology,3,648,23.3,21.9,34.3,29.7,2,3,Yes,No,21,6,12,Yes
HS003393,2023-04-30,Enterprise,11617.77,501-1000,Healthcare,50,17657,70.2,60.1,88.8,47.8,12,1,Yes,Yes,2,8,24,No
HS005960,2023-05-01,Starter,129.25,11-50,Real Estate,11,2695,56.1,4.2,55.9,30.2,0,7,Yes,No,7,7,1,No
HS007996,2023-05-01,Professional,1833.67,51-200,Marketing & Advertising,20,8160,62.4,35.3,77.8,30.6,7,6,Yes,No,7,7,12,No
HS003763,2023-05-01,Starter,119.53,1-10,Financial Services,1,393,24.1,19.2,52.6,12.1,0,14,Yes,No,22,6,1,Yes
HS008619,2023-05-01,Professional,3017.74,11-50,Professional Services,11,1738,51.9,48.0,66.8,44.1,3,4,Yes,No,9,7,12,No
HS009153,2023-05-01,Starter,135.93,11-50,Professional Services,4,972,38.7,1.8,48.1,34.5,1,6,Yes,No,18,7,1,No
HS006609,2023-05-01,Starter,102.06,1-10,Technology,2,162,29.1,29.9,56.5,19.0,0,7,Yes,No,29,6,12,Yes
HS003811,2023-05-01,Enterprise,9739.23,201-500,Marketing & Advertising,31,20508,63.8,74.5,63.2,72.3,8,3,Yes,Yes,1,7,36,No
HS005633,2023-05-01,Professional,2985.33,11-50,E-commerce,5,595,78.1,32.0,79.6,23.1,5,5,Yes,No,5,8,12,No
HS008146,2023-05-01,Professional,2523.79,51-200,Healthcare,16,6832,73.5,57.0,66.7,34.2,3,5,Yes,Yes,6,7,1,No
HS002258,2023-05-01,Starter,145.27,1-10,Professional Services,1,260,14.1,25.7,26.5,21.8,3,7,No,No,18,2,1,Yes
HS009078,2023-05-01,Starter,153.25,1-10,Professional Services,1,471,33.0,10.9,46.3,21.3,2,4,Yes,No,9,5,12,No
HS007136,2023-05-02,Professional,903.69,51-200,Professional Services,16,6528,33.1,37.6,68.5,49.3,4,5,Yes,No,2,6,24,Yes
HS009331,2023-05-02,Starter,120.1,11-50,Financial Services,10,3030,47.3,6.1,39.0,22.0,0,3,No,No,21,4,1,Yes
HS009638,2023-05-02,Enterprise,7537.59,501-1000,Marketing & Advertising,49,45119,67.3,56.9,83.4,46.8,13,2,Yes,Yes,8,9,12,No
HS005226,2023-05-02,Enterprise,4119.16,501-1000,E-commerce,59,25882,75.0,45.5,83.4,54.0,9,4,Yes,Yes,5,9,24,No
HS000564,2023-05-03,Professional,1794.32,11-50,Marketing & Advertising,5,2365,58.3,32.5,74.9,31.8,3,4,Yes,Yes,9,7,1,No
HS000333,2023-05-03,Starter,53.23,1-10,Technology,1,59,17.1,1.0,26.0,30.4,2,7,No,No,61,5,1,Yes
HS003129,2023-05-03,Starter,107.35,11-50,Marketing & Advertising,4,732,59.3,1.6,52.0,27.5,0,7,No,No,27,5,1,Yes
HS001964,2023-05-03,Professional,950.47,51-200,Professional Services,23,10304,48.8,51.5,77.8,40.4,5,3,No,No,9,8,12,Yes
HS002817,2023-05-03,Professional,1554.83,51-200,Professional Services,18,8280,68.3,50.9,59.8,55.2,2,1,Yes,No,6,8,12,No
HS003802,2023-05-03,Enterprise,6561.83,201-500,Marketing & Advertising,39,88871,50.5,76.4,78.5,54.5,11,2,No,Yes,6,7,12,No
HS001555,2023-05-04,Enterprise,6026.94,201-500,E-commerce,17,19009,50.1,60.2,76.5,67.2,13,3,Yes,Yes,8,9,12,No
HS008082,2023-05-04,Starter,109.21,11-50,E-commerce,4,444,31.8,16.5,26.2,33.6,0,12,Yes,No,8,5,1,Yes
HS006865,2023-05-04,Professional,1761.09,51-200,Education,13,3731,43.8,28.7,41.4,58.0,2,5,Yes,No,7,5,12,No
HS003102,2023-05-04,Professional,2882.45,11-50,Marketing & Advertising,3,207,36.2,51.4,40.7,31.7,3,6,No,No,22,6,12,Yes
HS009013,2023-05-04,Professional,900.69,51-200,Marketing & Advertising,20,6820,34.2,37.0,79.4,29.2,5,6,Yes,No,6,7,1,No
HS000174,2023-05-04,Professional,998.59,11-50,Manufacturing,6,438,53.0,46.6,65.6,23.6,2,1,Yes,Yes,9,6,12,No
HS009793,2023-05-04,Professional,2404.32,201-500,Marketing & Advertising,18,8244,68.6,15.9,76.8,26.4,5,1,Yes,Yes,8,5,1,No
HS001072,2023-05-04,Starter,85.07,1-10,Marketing & Advertising,1,273,28.2,19.5,53.7,21.2,3,5,No,No,6,6,1,No
HS002906,2023-05-04,Enterprise,5962.88,201-500,E-commerce,20,12555,84.0,79.6,63.6,84.8,9,2,Yes,Yes,0,9,12,No
HS002876,2023-05-04,Enterprise,11495.86,501-1000,Education,29,5030,83.6,59.7,78.6,69.0,6,2,Yes,Yes,0,9,12,No
HS009807,2023-05-05,Starter,169.06,11-50,Technology,3,771,20.7,18.3,62.0,33.5,1,1,Yes,No,14,6,1,Yes
HS007991,2023-05-05,Professional,930.08,51-200,Technology,17,7939,59.3,34.0,73.6,57.3,7,2,Yes,No,7,8,1,No
HS007736,2023-05-05,Professional,2687.12,11-50,Professional Services,11,4059,48.1,30.6,47.6,42.2,3,5,Yes,Yes,1,7,12,No
HS002171,2023-05-05,Starter,140.7,1-10,Financial Services,1,184,40.0,8.0,28.7,30.8,1,7,Yes,No,15,0,1,Yes
HS001512,2023-05-05,Professional,2683.14,11-50,Marketing & Advertising,4,532,31.3,21.7,55.5,35.6,3,1,Yes,No,16,7,12,No
HS001764,2023-05-05,Professional,3192.37,51-200,Professional Services,11,2563,79.7,31.1,55.6,55.4,7,7,Yes,Yes,5,8,12,No
HS003302,2023-05-05,Starter,56.83,1-10,Healthcare,2,634,34.2,23.9,43.3,11.0,2,6,No,No,7,0,1,No
HS004288,2023-05-05,Professional,2234.77,11-50,Professional Services,4,508,39.2,56.2,51.3,45.5,7,4,Yes,No,9,5,12,No
HS003534,2023-05-05,Professional,2391.71,51-200,Marketing & Advertising,10,1490,52.2,23.7,65.1,33.4,5,7,Yes,No,4,6,1,No
HS004323,2023-05-05,Professional,1337.97,11-50,Healthcare,8,3208,37.5,32.7,63.3,37.6,5,3,Yes,No,8,6,12,No
HS000268,2023-05-05,Starter,45.52,11-50,E-commerce,7,2744,24.7,12.4,37.7,7.1,1,6,No,No,11,1,12,No
HS009751,2023-05-06,Starter,196.9,51-200,Real Estate,18,2124,43.6,8.3,52.2,10.3,1,6,Yes,No,7,5,1,Yes
HS004765,2023-05-06,Starter,97.22,1-10,Professional Services,3,714,37.8,27.0,40.4,27.0,1,2,No,No,27,6,1,Yes
HS009494,2023-05-06,Enterprise,11058.98,501-1000,Technology,31,45608,59.4,52.7,72.4,88.0,9,0,Yes,Yes,6,7,12,No
HS006200,2023-05-06,Starter,181.94,1-10,Professional Services,3,1209,27.6,18.9,32.1,17.0,1,13,No,No,15,0,1,Yes
HS008671,2023-05-06,Professional,902.95,11-50,Professional Services,8,1640,62.8,45.3,64.7,23.9,6,5,No,No,6,6,12,No
HS004723,2023-05-06,Starter,131.61,1-10,Marketing & Advertising,2,494,43.0,13.4,60.9,12.0,2,3,Yes,No,11,7,1,No
HS000944,2023-05-06,Starter,130.43,1-10,Marketing & Advertising,2,292,46.6,7.1,47.9,26.9,0,7,No,No,13,5,1,Yes
HS004206,2023-05-06,Starter,128.86,51-200,Financial Services,11,1089,21.7,28.2,41.3,31.5,2,2,No,No,29,5,1,Yes
HS002900,2023-05-06,Starter,62.87,1-10,Marketing & Advertising,3,1377,39.2,4.9,35.9,25.8,3,11,No,No,5,3,12,No
HS008333,2023-05-06,Starter,51.06,1-10,Healthcare,3,1383,54.0,16.2,59.3,31.9,0,2,Yes,No,2,6,1,No
HS008314,2023-05-06,Enterprise,8198.06,501-1000,Real Estate,44,41492,72.8,44.4,87.6,79.8,7,1,Yes,Yes,0,9,12,No
HS009541,2023-05-07,Professional,2140.94,51-200,Financial Services,9,1080,57.8,25.8,79.9,27.5,6,3,No,No,2,6,12,No
HS001309,2023-05-07,Enterprise,11212.71,201-500,Manufacturing,25,19953,88.2,44.4,60.6,57.5,8,3,Yes,Yes,4,8,12,No
HS005058,2023-05-07,Professional,1183.75,51-200,Marketing & Advertising,18,8838,50.6,32.9,48.0,50.2,5,7,Yes,Yes,9,6,12,No
HS008924,2023-05-07,Professional,1396.32,11-50,Professional Services,5,2275,44.8,20.2,62.7,50.7,2,5,Yes,Yes,2,7,12,No
HS008500,2023-05-07,Starter,89.67,1-10,Professional Services,1,499,49.0,19.3,46.8,32.1,0,7,No,No,15,7,1,No
HS000449,2023-05-07,Professional,2861.69,11-50,Technology,11,4884,30.3,58.5,58.3,54.0,7,1,Yes,No,6,7,12,No
HS002155,2023-05-07,Enterprise,9271.36,201-500,Professional Services,17,8535,87.6,78.8,72.4,76.3,11,3,Yes,Yes,1,10,36,No
HS008205,2023-05-07,Professional,1773.24,51-200,Professional Services,24,11232,79.8,47.6,51.6,43.9,2,7,Yes,Yes,3,9,12,No
HS007604,2023-05-07,Professional,1404.94,201-500,Healthcare,24,9312,78.3,56.7,62.6,31.3,7,3,Yes,No,9,9,24,No
HS007878,2023-05-07,Professional,3173.83,201-500,E-commerce,29,3045,42.7,50.1,74.4,43.8,3,7,No,Yes,7,8,12,No
HS005917,2023-05-07,Professional,1126.46,11-50,Technology,4,1940,72.1,56.2,55.0,52.4,4,4,Yes,Yes,9,9,1,No
HS004833,2023-05-08,Starter,151.04,1-10,Manufacturing,1,400,35.5,26.2,44.2,21.1,3,1,Yes,No,17,7,1,No
HS001860,2023-05-08,Starter,83.37,1-10,Financial Services,2,850,37.5,20.5,47.3,25.6,3,4,Yes,No,9,5,1,No
HS005870,2023-05-08,Professional,2495.57,51-200,Education,9,1800,68.2,22.0,45.1,33.1,6,7,Yes,Yes,7,7,1,No
HS002927,2023-05-08,Enterprise,11832.78,201-500,Marketing & Advertising,30,41115,91.4,51.7,72.8,63.2,13,0,No,Yes,2,9,36,No
HS004320,2023-05-08,Starter,152.64,1-10,Healthcare,4,1500,36.4,8.3,36.8,26.4,0,10,Yes,No,25,5,1,Yes
HS007783,2023-05-08,Starter,89.08,11-50,Professional Services,8,3712,16.8,10.2,64.7,21.9,0,11,No,No,23,0,1,Yes
HS008008,2023-05-08,Starter,132.76,1-10,Financial Services,4,1428,22.4,22.4,27.0,15.0,2,6,Yes,No,19,1,1,No
HS007934,2023-05-08,Professional,1176.27,11-50,Technology,3,573,75.7,28.3,75.7,27.5,6,5,Yes,No,8,8,24,No
HS001111,2023-05-08,Starter,155.44,1-10,Manufacturing,3,213,17.8,1.3,43.5,5.3,2,8,Yes,No,73,0,1,No
HS003906,2023-05-08,Professional,1024.38,11-50,Marketing & Advertising,10,3590,54.1,35.2,59.8,39.2,6,4,No,No,2,6,1,No
HS000072,2023-05-08,Enterprise,11034.45,201-500,Financial Services,24,24817,92.9,62.6,89.3,87.2,12,2,Yes,Yes,2,9,24,No
HS005813,2023-05-08,Professional,1606.52,51-200,Professional Services,16,7440,71.8,32.6,56.8,39.9,4,2,Yes,Yes,7,7,12,No
HS000987,2023-05-09,Professional,1521.27,11-50,Marketing & Advertising,11,4862,33.9,16.7,59.9,29.6,6,1,No,No,7,6,1,Yes
HS002403,2023-05-09,Professional,3024.74,51-200,Financial Services,17,1343,57.3,54.0,49.4,50.9,3,3,No,No,8,9,1,No
HS003725,2023-05-09,Starter,144.8,11-50,Healthcare,5,635,59.3,6.8,61.8,10.1,3,1,Yes,No,22,7,12,No
HS001617,2023-05-09,Professional,1757.58,11-50,Marketing & Advertising,9,4077,31.2,22.1,63.7,25.8,4,6,Yes,Yes,13,7,12,No
HS001557,2023-05-09,Professional,3171.89,11-50,Real Estate,8,856,62.9,19.7,47.5,37.7,3,2,No,No,2,5,1,No
HS004133,2023-05-09,Starter,111.01,11-50,E-commerce,4,208,55.2,27.8,21.5,29.6,2,2,No,No,8,6,1,Yes
HS005718,2023-05-09,Enterprise,6514.71,501-1000,Technology,43,49563,80.2,79.2,60.9,88.2,8,4,Yes,Yes,1,9,12,No
HS005016,2023-05-09,Professional,2620.18,51-200,Professional Services,22,8470,72.3,49.8,59.7,39.9,3,1,No,No,7,8,12,No
HS008521,2023-05-09,Starter,159.15,1-10,Technology,1,176,43.4,1.3,26.5,19.7,3,13,No,No,5,2,1,Yes
HS008422,2023-05-09,Professional,1490.94,51-200,Professional Services,15,1695,61.6,58.1,64.8,23.3,2,7,Yes,No,9,9,12,No
HS003301,2023-05-09,Professional,2949.04,11-50,Professional Services,7,1526,35.9,43.1,59.1,53.2,3,3,Yes,No,3,7,12,No
HS004676,2023-05-10,Professional,3121.82,201-500,Financial Services,31,9548,79.0,18.9,76.2,35.3,4,6,Yes,No,8,7,12,No
